Group,Date,Week,Week of Project,PSA_MY_N,PSA_BL_N,PSA_CH_N,nScans,PSA_MY_perc,PSA_BL_perc,PSA_CH_perc
R3,04/10/2015,16,71,9,0,0,25,36,0,0
R3,04/11/2015,16,71,5,0,0,22,23,0,0
R3,04/12/2015,16,71,0,0,0,13,0,0,0
R3,04/13/2015,16,71,0,0,0,24,0,0,0
R3,04/14/2015,16,71,13,0,0,23,57,0,0
R3,04/15/2015,16,71,17,0,0,23,74,0,0
R4,01/23/2013,1,50,0,0,0,23,0,0,0
R4,01/24/2013,1,50,0,0,0,22,0,0,0
R4,01/26/2013,1,50,0,0,0,18,0,0,0
R4,01/27/2013,1,50,0,0,0,24,0,0,0
R4,01/28/2013,1,50,0,0,0,23,0,0,0
R4,01/29/2013,1,50,8,0,0,20,40,0,0
R4,02/06/2013,2,51,0,0,0,20,0,0,0
R4,02/07/2013,2,51,0,0,0,20,0,0,0
R4,02/08/2013,2,51,0,0,0,24,0,0,0
R4,02/09/2013,2,51,4,0,0,24,17,0,0
R4,02/10/2013,2,51,5,0,0,24,21,0,0
R4,02/11/2013,2,51,4,0,0,24,17,0,0
R4,02/12/2013,2,51,0,0,0,18,0,0,0
R4,02/13/2013,3,51,0,0,0,24,0,0,0
R4,02/14/2013,3,51,0,0,0,23,0,0,0
R4,02/15/2013,3,51,10,0,0,24,42,0,0
R4,02/16/2013,3,51,0,0,0,25,0,0,0
R4,02/17/2013,3,51,0,0,0,25,0,0,0
R4,02/18/2013,3,51,0,0,0,23,0,0,0
R4,02/19/2013,3,51,0,0,0,21,0,0,0
R4,03/06/2013,4,52,4,0,0,10,40,0,0
R4,03/07/2013,4,52,3,0,0,24,13,0,0
R4,03/08/2013,4,52,6,0,0,24,25,0,0
R4,03/09/2013,4,52,6,0,0,22,27,0,0
R4,03/10/2013,4,52,0,0,0,16,0,0,0
R4,03/11/2013,4,52,0,0,0,21,0,0,0
R4,03/12/2013,4,52,0,0,0,22,0,0,0
R4,03/20/2013,5,53,0,0,0,9,0,0,0
R4,03/21/2013,5,53,0,0,0,25,0,0,0
R4,03/22/2013,5,53,0,0,0,25,0,0,0
R4,03/23/2013,5,53,0,0,0,24,0,0,0
R4,03/24/2013,5,53,0,0,0,18,0,0,0
R4,03/25/2013,5,53,10,0,0,24,42,0,0
R4,03/26/2013,5,53,6,0,0,23,26,0,0
R4,03/27/2013,6,53,0,0,0,22,0,0,0
R4,03/28/2013,6,53,0,0,0,22,0,0,0
R4,03/29/2013,6,53,0,0,0,23,0,0,0
R4,03/30/2013,6,53,0,0,0,23,0,0,0
R4,03/31/2013,6,53,0,0,0,24,0,0,0
R4,04/01/2013,6,53,0,0,0,25,0,0,0
R4,04/02/2013,6,53,4,0,0,21,19,0,0
R4,03/13/2014,7,63,0,0,0,19,0,0,0
R4,03/14/2014,7,63,0,0,0,21,0,0,0
R4,03/15/2014,7,63,0,0,0,24,0,0,0
R4,03/16/2014,7,63,0,0,0,16,0,0,0
R4,03/17/2014,7,63,0,0,0,22,0,0,0
R4,03/18/2014,7,63,0,0,0,21,0,0,0
R4,03/19/2014,8,63,0,0,0,21,0,0,0
R4,03/20/2014,8,63,0,0,0,20,0,0,0
R4,03/21/2014,8,63,0,0,0,23,0,0,0
R4,03/22/2014,8,63,0,0,0,21,0,0,0
R4,03/23/2014,8,63,0,0,0,22,0,0,0
R4,03/24/2014,8,63,0,0,0,18,0,0,0
R4,03/25/2014,8,63,0,0,1,17,0,0,6
R4,04/07/2014,9,64,0,0,0,19,0,0,0
R4,04/08/2014,9,64,4,0,0,18,22,0,0
R4,04/09/2014,9,64,1,0,0,21,5,0,0
R4,04/10/2014,9,64,0,0,0,23,0,0,0
R4,04/11/2014,9,64,0,0,0,24,0,0,0
R4,04/12/2014,9,64,0,0,0,20,0,0,0
R4,04/13/2014,9,64,2,0,0,24,8,0,0
R4,04/14/2014,9,64,9,0,0,22,41,0,0
R4,04/15/2014,9,64,10,0,0,17,59,0,0
R4,04/16/2014,9,64,6,0,0,17,35,0,0
R4,05/05/2014,10,65,0,0,0,7,0,0,0
R4,05/06/2014,10,65,0,0,0,23,0,0,0
R4,05/07/2014,10,65,8,0,0,18,44,0,0
R4,05/08/2014,10,65,0,0,0,24,0,0,0
R4,05/09/2014,10,65,9,0,0,19,47,0,0
R4,05/10/2014,10,65,0,0,0,16,0,0,0
R4,05/11/2014,10,65,0,0,0,23,0,0,0
R4,05/12/2014,10,65,10,0,0,17,59,0,0
R4,05/13/2014,10,65,13,0,0,23,57,0,0
R4,05/14/2014,10,65,0,0,0,20,0,0,0
R4,06/11/2014,11,66,1,0,0,8,13,0,0
R4,06/12/2014,11,66,0,0,0,20,0,0,0
R4,06/13/2014,11,66,0,0,0,23,0,0,0
R4,06/14/2014,11,66,8,0,0,24,33,0,0
R4,06/15/2014,11,66,1,0,0,20,5,0,0
R4,06/16/2014,11,66,0,0,0,23,0,0,0
R4,06/17/2014,11,66,0,0,0,22,0,0,0
R4,06/18/2014,11,66,0,0,0,23,0,0,0
R4,06/19/2014,11,66,0,0,0,22,0,0,0
R4,06/20/2014,11,66,0,0,0,20,0,0,0
R4,07/09/2014,12,67,0,0,0,7,0,0,0
R4,07/10/2014,12,67,0,0,0,23,0,0,0
R4,07/11/2014,12,67,9,0,0,23,39,0,0
R4,07/12/2014,12,67,0,0,0,22,0,0,0
R4,07/13/2014,12,67,0,0,0,23,0,0,0
R4,07/14/2014,12,67,0,0,0,24,0,0,0
R4,07/15/2014,12,67,0,0,0,23,0,0,0
R4,07/16/2014,12,67,0,0,0,15,0,0,0
R4,07/17/2014,12,67,0,0,0,24,0,0,0
R4,07/18/2014,12,67,0,0,0,20,0,0,0
R5,01/26/2012,1,30,0,0,0,22,0,0,0
R5,01/27/2012,1,30,12,0,0,22,55,0,0
R5,01/28/2012,1,30,20,1,0,23,87,4,0
R5,01/29/2012,1,30,17,0,0,23,74,0,0
R5,01/30/2012,1,30,1,0,0,22,5,0,0
R5,02/17/2012,2,32,0,0,0,8,0,0,0
R5,02/18/2012,2,32,0,0,0,12,0,0,0
R5,02/19/2012,2,32,3,0,0,20,15,0,0
R5,02/20/2012,2,32,0,0,0,22,0,0,0
R5,02/21/2012,2,32,5,0,0,22,23,0,0
R5,02/22/2012,2,32,4,0,0,23,17,0,0
R5,02/23/2012,2,32,0,0,0,15,0,0,0
R5,03/07/2012,3,34,5,0,9,21,24,0,43
R5,03/08/2012,3,34,9,0,0,21,43,0,0
R5,03/09/2012,3,34,5,0,0,22,23,0,0
R5,03/10/2012,3,34,11,0,0,23,48,0,0
R5,03/11/2012,3,34,16,0,0,19,84,0,0
R5,03/12/2012,3,34,8,0,0,16,50,0,0
R5,03/13/2012,3,34,18,0,0,21,86,0,0
R5,03/14/2012,3,34,4,0,0,15,27,0,0
R5,03/29/2012,4,36,4,0,0,4,100,0,0
R5,03/30/2012,4,36,17,0,0,22,77,0,0
R5,03/31/2012,4,36,0,0,0,22,0,0,0
R5,04/01/2012,4,36,10,0,8,23,43,0,35
R5,04/02/2012,4,36,11,0,0,22,50,0,0
R5,04/03/2012,4,36,8,0,0,23,35,0,0
R5,04/04/2012,4,36,7,0,0,21,33,0,0
R5,04/05/2012,4,36,8,0,2,11,73,0,18
R5,04/14/2012,5,38,0,0,0,7,0,0,0
R5,04/15/2012,5,38,0,0,0,12,0,0,0
R5,04/16/2012,5,38,0,0,0,22,0,0,0
R5,04/17/2012,5,38,0,0,0,19,0,0,0
R5,04/18/2012,5,38,0,0,0,3,0,0,0
R5,04/19/2012,5,38,0,0,0,21,0,0,0
R5,04/20/2012,5,38,0,0,0,18,0,0,0
R5,04/21/2012,5,38,0,0,0,20,0,0,0
R5,10/26/2013,6,57,10,0,0,10,100,0,0
R5,10/27/2013,6,57,9,0,1,25,36,0,4
R5,10/28/2013,6,57,25,0,1,25,100,0,4
R5,10/29/2013,6,57,19,0,0,25,76,0,0
R5,10/30/2013,6,57,22,0,2,25,88,0,8
R5,10/31/2013,6,57,16,0,1,25,64,0,4
R5,11/01/2013,6,57,12,0,0,25,48,0,0
R5,11/02/2013,6,57,0,0,5,25,0,0,20
R5,11/03/2013,7,57,21,0,2,25,84,0,8
R5,11/04/2013,7,57,22,0,0,25,88,0,0
R5,11/05/2013,7,57,21,0,2,25,84,0,8
R5,11/06/2013,7,57,20,0,1,24,83,0,4
R5,11/07/2013,7,57,25,0,0,25,100,0,0
R5,11/08/2013,7,57,20,0,1,21,95,0,5
R5,11/18/2013,8,58,13,0,2,13,100,0,15
R5,11/19/2013,8,58,14,0,1,25,56,0,4
R5,11/20/2013,8,58,25,0,3,25,100,0,12
R5,11/21/2013,8,58,24,0,1,25,96,0,4
R5,11/22/2013,8,58,22,0,3,25,88,0,12
R5,11/23/2013,8,58,22,0,3,25,88,0,12
R5,11/24/2013,8,58,25,0,4,25,100,0,16
R5,11/25/2013,9,58,17,0,2,25,68,0,8
R5,11/26/2013,9,58,21,0,3,25,84,0,12
R5,11/27/2013,9,58,11,0,4,25,44,0,16
R5,11/28/2013,9,58,21,0,7,25,84,0,28
R5,11/29/2013,9,58,19,0,3,25,76,0,12
R5,11/30/2013,9,58,24,0,5,25,96,0,20
R5,12/01/2013,9,58,21,0,2,21,100,0,10
R5,12/09/2013,10,59,10,0,4,10,100,0,40
R5,12/10/2013,10,59,23,0,5,25,92,0,20
R5,12/11/2013,10,59,18,0,2,25,72,0,8
R5,12/12/2013,10,59,22,0,0,25,88,0,0
R5,12/13/2013,10,59,18,0,2,25,72,0,8
R5,12/14/2013,10,59,23,0,1,25,92,0,4
R5,12/15/2013,10,59,25,0,1,25,100,0,4
R5,12/16/2013,11,59,14,0,1,25,56,0,4
R5,12/17/2013,11,59,21,0,2,25,84,0,8
R5,12/18/2013,11,59,24,0,2,25,96,0,8
R5,12/19/2013,11,59,9,0,3,25,36,0,12
R5,12/20/2013,11,59,20,0,3,23,87,0,13
R5,12/21/2013,11,59,25,0,1,25,100,0,4
R5,12/22/2013,11,59,11,0,0,21,52,0,0
R5,01/03/2014,12,60,8,0,1,8,100,0,13
R5,01/04/2014,12,60,14,0,0,21,67,0,0
R5,01/05/2014,12,60,9,0,0,20,45,0,0
R5,01/06/2014,12,60,6,0,1,22,27,0,5
R5,01/07/2014,12,60,21,0,0,23,91,0,0
R5,01/08/2014,12,60,22,0,0,23,96,0,0
R5,01/09/2014,12,60,4,0,1,17,24,0,6
R5,01/10/2014,13,60,24,0,0,24,100,0,0
R5,01/11/2014,13,60,13,0,3,23,57,0,13
R5,01/12/2014,13,60,12,0,1,17,71,0,6
R5,01/13/2014,13,60,20,0,1,25,80,0,4
R5,01/14/2014,13,60,12,0,0,21,57,0,0
R5,01/15/2014,13,60,23,0,1,23,100,0,4
R5,01/16/2014,13,60,17,0,0,20,85,0,0
R5,01/24/2014,14,61,7,0,0,7,100,0,0
R5,01/25/2014,14,61,7,0,0,25,28,0,0
R5,01/26/2014,14,61,11,0,0,25,44,0,0
R5,01/27/2014,14,61,16,0,0,20,80,0,0
R5,01/30/2014,15,61,7,0,0,7,100,0,0
R5,01/31/2014,15,61,12,0,0,19,63,0,0
R5,02/01/2014,15,61,10,0,0,21,48,0,0
R5,02/02/2014,15,61,9,0,0,20,45,0,0
R5,02/03/2014,15,61,13,0,0,21,62,0,0
R5,02/04/2014,15,61,10,0,0,22,45,0,0
R5,02/05/2014,15,61,18,0,0,20,90,0,0
R5,02/13/2014,16,62,0,0,0,6,0,0,0
R5,02/14/2014,16,62,19,0,1,24,79,0,4
R5,02/15/2014,16,62,18,2,0,24,75,8,0
R5,02/16/2014,16,62,22,2,0,25,88,8,0
R5,02/17/2014,16,62,21,1,0,23,91,4,0
R5,02/18/2014,16,62,19,0,0,24,79,0,0
R5,02/19/2014,16,62,0,0,0,24,0,0,0
R5,02/20/2014,17,62,0,0,0,25,0,0,0
R5,02/21/2014,17,62,0,0,0,24,0,0,0
R5,02/22/2014,17,62,12,0,0,22,55,0,0
R5,02/23/2014,17,62,16,0,0,18,89,0,0
R5,02/24/2014,17,62,0,0,0,24,0,0,0
R5,02/25/2014,17,62,6,0,0,24,25,0,0
R5,02/26/2014,17,62,0,0,0,24,0,0,0
R5,02/27/2014,18,62.25,19,1,0,24,79,4,0
R5,02/28/2014,18,62.25,6,0,0,20,30,0,0
R5,03/01/2014,18,62.25,0,0,0,23,0,0,0
R5,03/02/2014,18,62.25,0,0,0,20,0,0,0
R5,04/16/2015,19,71,0,0,0,6,0,0,0
R5,04/17/2015,19,71,4,0,0,22,18,0,0
R5,04/18/2015,19,71,0,0,0,21,0,0,0
R5,04/19/2015,19,71,3,0,0,23,13,0,0
R5,04/20/2015,19,71,11,0,0,23,48,0,0
R5,04/21/2015,19,71,18,5,0,23,78,22,0
R5,04/22/2015,19,71,0,0,0,19,0,0,0
R5,05/09/2015,20,72,0,0,0,5,0,0,0
R5,05/10/2015,20,72,0,0,0,22,0,0,0
R5,05/11/2015,20,72,0,0,0,12,0,0,0
R5,05/12/2015,20,72,0,0,0,23,0,0,0
R5,05/13/2015,20,72,0,0,0,21,0,0,0
R5,05/14/2015,20,72,0,0,0,7,0,0,0
R5,05/15/2015,20,72,17,0,0,23,74,0,0
R5,05/16/2015,21,72,15,0,0,24,63,0,0
R5,05/17/2015,21,72,0,0,0,5,0,0,0
R5,05/18/2015,21,72,0,0,0,23,0,0,0
R5,05/19/2015,21,72,0,0,0,20,0,0,0
R5,05/20/2015,21,72,16,0,0,22,73,0,0
R5,05/21/2015,21,72,0,0,0,17,0,0,0
R5,05/22/2015,21,72,0,0,0,20,0,0,0
R5,06/09/2015,22,73,0,0,0,5,0,0,0
R5,06/10/2015,22,73,0,0,0,10,0,0,0
R5,06/11/2015,22,73,0,0,0,23,0,0,0
R5,06/12/2015,22,73,0,0,0,24,0,0,0
R5,06/13/2015,22,73,0,0,0,24,0,0,0
R5,06/14/2015,22,73,0,0,0,22,0,0,0
R5,06/15/2015,22,73,0,0,0,10,0,0,0
R5,06/16/2015,23,73,0,0,0,23,0,0,0
R5,06/17/2015,23,73,0,0,0,16,0,0,0
R5,06/18/2015,23,73,0,0,0,23,0,0,0
R5,06/19/2015,23,73,0,0,0,22,0,0,0
R5,06/20/2015,23,73,6,0,0,23,26,0,0
R5,06/21/2015,23,73,0,0,0,14,0,0,0
R5,06/22/2015,23,73,0,0,0,21,0,0,0
R6,01/26/2012,0.5,30,0,0,0,7,0,0,0
R6,02/07/2012,1,31,0,0,0,18,0,0,0
R6,02/08/2012,1,31,0,0,6,22,0,0,27
R6,02/09/2012,1,31,0,0,0,17,0,0,0
R6,02/11/2012,1,31,13,0,3,15,87,0,20
R6,02/12/2012,1,31,2,0,0,21,10,0,0
R6,02/13/2012,1,31,6,0,0,22,27,0,0
R6,02/14/2012,1,31,16,0,0,22,73,0,0
R6,02/15/2012,1,31,21,0,0,21,100,0,0
R6,02/28/2012,2,33,5,0,0,5,100,0,0
R6,02/29/2012,2,33,16,0,3,21,76,0,14
R6,03/01/2012,2,33,2,0,0,8,25,0,0
R6,03/02/2012,2,33,13,0,1,19,68,0,5
R6,03/03/2012,2,33,8,0,0,20,40,0,0
R6,03/04/2012,2,33,13,0,0,21,62,0,0
R6,03/05/2012,2,33,8,0,0,21,38,0,0
R6,03/06/2012,2,33,0,0,3,10,0,0,30
R6,03/21/2012,3,35,0,0,0,14,0,0,0
R6,03/22/2012,3,35,10,0,0,22,45,0,0
R6,03/23/2012,3,35,8,0,2,22,36,0,9
R6,03/24/2012,3,35,0,0,9,23,0,0,39
R6,03/25/2012,3,35,3,0,0,18,17,0,0
R6,03/26/2012,3,35,14,0,9,15,93,0,60
R6,03/27/2012,3,35,0,1,9,19,0,5,47
R6,03/28/2012,3,35,7,0,2,18,39,0,11
R6,04/06/2012,4,37,0,0,0,7,0,0,0
R6,04/07/2012,4,37,9,8,0,22,41,36,0
R6,04/08/2012,4,37,9,7,0,23,39,30,0
R6,04/09/2012,4,37,0,1,0,23,0,4,0
R6,04/10/2012,4,37,0,4,0,22,0,18,0
R6,04/11/2012,4,37,0,2,0,22,0,9,0
R6,04/13/2012,4,37,12,0,0,12,100,0,0
R6,04/22/2012,5,39,4,0,0,4,100,0,0
R6,04/23/2012,5,39,6,10,0,22,27,45,0
R6,04/24/2012,5,39,7,0,0,22,32,0,0
R6,04/25/2012,5,39,0,0,0,19,0,0,0
R6,04/26/2012,5,39,0,0,0,20,0,0,0
R6,04/27/2012,5,39,0,0,0,22,0,0,0
R6,04/28/2012,5,39,5,0,0,17,29,0,0
R6,04/29/2012,5,39,0,0,0,20,0,0,0
R6,09/26/2013,6,56,0,0,0,5,0,0,0
R6,09/27/2013,6,56,6,0,0,22,27,0,0
R6,09/28/2013,6,56,10,0,0,23,43,0,0
R6,09/29/2013,6,56,9,0,0,21,43,0,0
R6,09/30/2013,6,56,0,0,0,23,0,0,0
R6,10/01/2013,6,56,13,0,0,23,57,0,0
R6,10/02/2013,6,56,0,0,0,23,0,0,0
R6,10/03/2013,7,56,7,0,0,23,30,0,0
R6,10/04/2013,7,56,11,0,0,21,52,0,0
R6,10/05/2013,7,56,8,0,0,21,38,0,0
R6,10/06/2013,7,56,0,0,0,24,0,0,0
R6,10/07/2013,7,56,0,0,0,6,0,0,0
R6,10/08/2013,7,56,2,0,0,24,8,0,0
R6,10/09/2013,7,56,0,0,0,21,0,0,0
R6,10/26/2013,8,57,3,0,0,19,16,0,0
R6,10/27/2013,8,57,0,0,1,20,0,0,5
R6,10/28/2013,8,57,0,3,0,19,0,16,0
R6,10/29/2013,8,57,0,5,0,20,0,25,0
R6,10/30/2013,8,57,0,4,0,23,0,17,0
R6,10/31/2013,8,57,12,5,0,24,50,21,0
R6,11/01/2013,8,57,3,0,0,6,50,0,0
R6,11/02/2013,8,57,16,0,0,16,100,0,0
R6,11/25/2013,9,58,6,0,0,14,43,0,0
R6,11/26/2013,9,58,10,0,0,21,48,0,0
R6,11/27/2013,9,58,0,0,0,23,0,0,0
R6,11/28/2013,9,58,8,0,0,23,35,0,0
R6,11/29/2013,9,58,18,0,0,19,95,0,0
R6,11/30/2013,9,58,0,0,0,24,0,0,0
R6,12/01/2013,9,58,0,0,0,20,0,0,0
R6,12/09/2013,10,59,0,0,0,14,0,0,0
R6,12/10/2013,10,59,0,0,0,23,0,0,0
R6,12/11/2013,10,59,7,7,0,19,37,37,0
R6,12/12/2013,10,59,9,0,0,21,43,0,0
R6,12/13/2013,10,59,10,9,0,22,45,41,0
R6,12/14/2013,10,59,22,0,0,23,96,0,0
R6,12/15/2013,10,59,0,0,0,23,0,0,0
R6,12/16/2013,11,59,12,0,1,23,52,0,4
R6,12/17/2013,11,59,0,0,1,24,0,0,4
R6,12/18/2013,11,59,0,0,0,21,0,0,0
R6,12/19/2013,11,59,0,0,0,23,0,0,0
R6,12/20/2013,11,59,15,21,0,24,63,88,0
R6,12/21/2013,11,59,6,6,0,22,27,27,0
R6,12/22/2013,11,59,0,0,0,20,0,0,0
R6,01/03/2014,12,60,0,0,0,14,0,0,0
R6,01/04/2014,12,60,0,0,0,18,0,0,0
R6,01/05/2014,12,60,9,4,0,20,45,20,0
R6,01/06/2014,12,60,0,3,0,21,0,14,0
R6,01/07/2014,12,60,18,13,0,22,82,59,0
R6,01/09/2014,12,60,7,9,0,19,37,47,0
R6,01/10/2014,13,60,0,9,0,25,0,36,0
R6,01/11/2014,13,60,7,0,1,19,37,0,5
R6,01/12/2014,13,60,2,5,1,24,8,21,4
R6,01/13/2014,13,60,0,8,0,22,0,36,0
R6,01/14/2014,13,60,0,21,0,22,0,95,0
R6,01/15/2014,13,60,3,0,0,20,15,0,0
R6,01/16/2014,13,60,0,11,1,16,0,69,6
R6,01/24/2014,14,61,0,0,0,11,0,0,0
R6,01/25/2014,14,61,13,0,1,19,68,0,5
R6,01/26/2014,14,61,0,0,0,20,0,0,0
R6,01/27/2014,14,61,9,0,0,21,43,0,0
R6,01/30/2014,15,61,10,0,0,11,91,0,0
R6,01/31/2014,15,61,16,0,0,19,84,0,0
R6,02/01/2014,15,61,9,16,0,21,43,76,0
R6,02/02/2014,15,61,15,0,0,21,71,0,0
R6,02/03/2014,15,61,0,0,0,20,0,0,0
R6,02/04/2014,15,61,13,0,0,22,59,0,0
R6,02/05/2014,15,61,16,16,0,17,94,94,0
R6,04/17/2015,16,71,0,0,0,7,0,0,0
R6,04/18/2015,16,71,17,18,0,23,74,78,0
R6,04/19/2015,16,71,14,14,0,24,58,58,0
R6,04/20/2015,16,71,0,0,1,23,0,0,4
R6,04/21/2015,16,71,0,0,0,24,0,0,0
R6,04/22/2015,16,71,0,0,0,18,0,0,0
R6,05/09/2015,17,72,4,0,0,5,80,0,0
R6,05/10/2015,17,72,5,0,0,24,21,0,0
R6,05/11/2015,17,72,21,0,0,24,88,0,0
R6,05/12/2015,17,72,14,0,0,19,74,0,0
R6,05/13/2015,17,72,0,0,0,10,0,0,0
R6,05/14/2015,17,72,18,21,0,24,75,88,0
R6,05/15/2015,17,72,15,0,0,23,65,0,0
R6,05/16/2015,18,72,2,2,0,16,13,13,0
R6,05/17/2015,18,72,0,0,0,24,0,0,0
R6,05/18/2015,18,72,15,1,0,24,63,4,0
R6,05/19/2015,18,72,23,21,1,24,96,88,4
R6,05/20/2015,18,72,7,0,0,22,32,0,0
R6,05/21/2015,18,72,0,0,1,20,0,0,5
R6,05/22/2015,18,72,10,0,0,11,91,0,0
R6,06/09/2015,19,73,0,0,0,7,0,0,0
R6,06/10/2015,19,73,13,0,0,25,52,0,0
R6,06/11/2015,19,73,19,11,0,23,83,48,0
R6,06/12/2015,19,73,14,14,0,17,82,82,0
R6,06/13/2015,19,73,0,0,0,21,0,0,0
R6,06/14/2015,19,73,14,14,0,19,74,74,0
R6,06/15/2015,19,73,0,0,0,18,0,0,0
R6,06/16/2015,20,73,0,0,1,24,0,0,4
R6,06/17/2015,20,73,0,0,0,20,0,0,0
R6,06/18/2015,20,73,0,0,0,18,0,0,0
R6,06/19/2015,20,73,0,0,0,24,0,0,0
R6,06/20/2015,20,73,11,0,0,22,50,0,0
R6,06/21/2015,20,73,0,0,0,16,0,0,0
R6,06/22/2015,20,73,11,0,1,20,55,0,5