"","species","group","name","class","cort_dw","wo_p","date","cort_numeric","psa_my_perc","psa_bl_perc","psa_ch_perc","r_eagle","r_ig_es","repro_narrow","repro_broad","mean_uc_psg"
"465","RT","R4","Venus","AF","231 ",53,"04/01/2013",231,0,0,0,0.57,0,"0","0",
"466","RT","R4","Venus","AF","2489 ",63,"03/15/2014",2489,0,0,0,1.24,0,"2","2",2.36
"467","RT","R4","Venus","AF","777 ",63,"03/17/2014",777,0,0,0,1.24,0,"2","2",2.36
"468","RT","R4","Venus","AFi","717 ",63,"03/18/2014",717,0,0,0,1.24,0,"2","2",2.36
"469","RT","R4","Venus","AF","5026 ",63,"03/23/2014",5026,0,0,0,1.24,0,"2","2",2.36
"470","RT","R4","Venus","AF","2244 ",66,"06/13/2014",2244,0,0,0,0.98,0.25,"2","2",
"471","RT","R4","Venus","AF","240 ",67,"07/17/2014",240,0,0,0,0.99,0,"2","2",0.46
"472","RT","R5","Annette","AF","223 ",57,"11/05/2013",223,84,0,8,0.91,0.15,"1","1",
"473","RT","R5","Annette","AF","109 ",58,"12/01/2013",109,100,0,10,1.2,0.15,"1","1",
"474","RT","R5","Annette","AF","395 ",60,"01/04/2014",395,67,0,0,0.35,0,"1","1",1.44
"475","RT","R5","Annette","AF","201 ",60,"01/08/2014",201,96,0,0,0.35,0,"1","1",1.44
"476","RT","R5","Annette","AF","113 ",60,"01/13/2014",113,80,0,4,0.35,0,"1","1",1.44
"477","RT","R5","Annette","AF","1249 ",61,"02/03/2014",1249,62,0,0,0.24,0.12,"1","1",15.07
"478","RT","R5","Chris","AF","216 ",60,"01/15/2014",216,100,0,4,0.35,0,"0","0",
"479","RT","R5","Chris","AF","374 ",61,"02/02/2014",374,45,0,0,0.24,0.12,"0","0",
"480","RT","R5","Dizzy","AF","778 ",58,"11/22/2013",778,88,0,12,1.2,0.15,"0","0",68.52
"481","RT","R5","Dizzy","AF","243 ",60,"01/09/2014",243,24,0,6,0.35,0,"0","0",1.3
"482","RT","R5","Dizzy","AF","168 ",60,"01/10/2014",168,100,0,0,0.35,0,"0","0",1.3
"483","RT","R5","Dizzy","AF","441 ",61,"02/03/2014",441,62,0,0,0.24,0.12,"1","1",19.25
"484","RT","R5","Doreen","AF","76 ",57,"11/04/2013",76,88,0,0,0.91,0.15,"1","1",24.45
"485","RT","R5","Doreen","AF","115 ",58,"11/20/2013",115,100,0,12,1.2,0.15,"1","1",
"486","RT","R5","Doreen","AF","301 ",58,"11/23/2013",301,88,0,12,1.2,0.15,"1","1",
"487","RT","R5","Doreen","AF","115 ",58,"11/24/2013",115,100,0,16,1.2,0.15,"1","1",
"488","RT","R5","Doreen","AF","242 ",58,"11/27/2013",242,44,0,16,1.2,0.15,"1","1",
"489","RT","R5","Doreen","AF","96 ",59,"12/15/2013",96,100,0,4,0.3,0.08,"1","1",29.06
"490","RT","R5","Doreen","AF","164 ",59,"12/17/2013",164,84,0,8,0.3,0.08,"1","1",29.06
"491","RT","R5","Doreen","AF","184 ",59,"12/18/2013",184,96,0,8,0.3,0.08,"1","1",29.06
"492","RT","R5","Doreen","AF","374 ",60,"01/05/2014",374,45,0,0,0.35,0,"1","1",2.88
"493","RT","R5","Doreen","AF","526 ",60,"01/06/2014",526,27,0,5,0.35,0,"1","1",2.88
"494","RT","R5","Doreen","AF","545 ",60,"01/12/2014",545,71,0,6,0.35,0,"1","1",2.88
"495","RT","R5","Doreen","AF","363 ",61,"01/31/2014",363,63,0,0,0.24,0.12,"2","2",1.59
"496","RT","R5","Edith","AF","271 ",57,"11/02/2013",271,0,0,20,0.91,0.15,"1","1",69.59
"497","RT","R5","Edith","AF","412 ",57,"11/05/2013",412,84,0,8,0.91,0.15,"1","1",69.59
"498","RT","R5","Edith","AF","69 ",58,"11/21/2013",69,96,0,4,1.2,0.15,"1","1",4.42
"499","RT","R5","Edith","AF","150 ",58,"11/22/2013",150,88,0,12,1.2,0.15,"1","1",4.42
"500","RT","R5","Edith","AF","182 ",58,"11/23/2013",182,88,0,12,1.2,0.15,"1","1",4.42
"501","RT","R5","Edith","AF","110 ",58,"11/25/2013",110,68,0,8,1.2,0.15,"1","1",4.42
"502","RT","R5","Edith","AF","294 ",58,"11/28/2013",294,84,0,28,1.2,0.15,"1","1",4.42
"503","RT","R5","Edith","AF","174 ",59,"12/10/2013",174,92,0,20,0.3,0.08,"1","1",120.71
"504","RT","R5","Edith","AF","248 ",60,"01/07/2014",248,91,0,0,0.35,0,"2","2",1.53
"505","RT","R5","Edith","AF","221 ",61,"01/25/2014",221,28,0,0,0.24,0.12,"2","2",
"506","RT","R5","Edith","AF","305 ",61,"02/02/2014",305,45,0,0,0.24,0.12,"2","2",
"507","RT","R5","Jane","AF","175 ",58,"11/26/2013",175,84,0,12,1.2,0.15,"1","1",18.07
"508","RT","R5","Jane","AF","214 ",58,"11/29/2013",214,76,0,12,1.2,0.15,"1","1",18.07
"509","RT","R5","Jane","AF","108 ",59,"12/13/2013",108,72,0,8,0.3,0.08,"1","1",63.18
"510","RT","R5","Jane","AF","339 ",59,"12/16/2013",339,56,0,4,0.3,0.08,"1","1",63.18
"511","RT","R5","Jane","AF","309 ",59,"12/17/2013",309,84,0,8,0.3,0.08,"1","1",63.18
"512","RT","R5","Jane","AF","106 ",59,"12/20/2013",106,87,0,13,0.3,0.08,"1","1",63.18
"513","RT","R5","Jane","AF","300 ",60,"01/07/2014",300,91,0,0,0.35,0,"2","2",2.36
"514","RT","R5","Jane","AF","606 ",60,"01/08/2014",606,96,0,0,0.35,0,"2","2",2.36
"515","RT","R5","Jane","AF","667 ",61,"01/31/2014",667,63,0,0,0.24,0.12,"2","2",
"516","RT","R5","Joy","SF","298 ",60,"01/13/2014",298,80,0,4,0.35,0,,,0.74
"517","RT","R5","Julie","AF","222 ",57,"10/29/2013",222,76,0,0,0.91,0.15,"1","1",20.19
"518","RT","R5","Julie","AF","570 ",58,"11/23/2013",570,88,0,12,1.2,0.15,"1","1",68.24
"519","RT","R5","Julie","AF","180 ",58,"11/28/2013",180,84,0,28,1.2,0.15,"1","1",68.24
"520","RT","R5","Julie","AF","899 ",60,"01/11/2014",899,57,0,13,0.35,0,"1","1",
"521","RT","R5","Julie","AF","449 ",61,"01/25/2014",449,28,0,0,0.24,0.12,"1","1",
"522","RT","R5","Julie","AF","162 ",61,"02/01/2014",162,48,0,0,0.24,0.12,"1","1",
"523","RT","R5","Julie","AF","404 ",61,"02/02/2014",404,45,0,0,0.24,0.12,"1","1",
"524","RT","R5","Kate","AF","95 ",58,"11/29/2013",95,76,0,12,1.2,0.15,"1","1",18.01
"525","RT","R5","Kate","AF","334 ",59,"12/17/2013",334,84,0,8,0.3,0.08,"0","0",8.11
"526","RT","R5","Kate","AF","157 ",59,"12/19/2013",157,36,0,12,0.3,0.08,"0","0",8.11
"527","RT","R5","Kate","AF","124 ",60,"01/07/2014",124,91,0,0,0.35,0,"0","0",1.11
"528","RT","R5","Kate","AF","302 ",60,"01/13/2014",302,80,0,4,0.35,0,"0","0",1.11
"529","RT","R5","Kate","AF","515 ",61,"01/26/2014",515,44,0,0,0.24,0.12,"0","0",60.26
"530","RT","R5","Light","AF","130 ",57,"11/04/2013",130,88,0,0,0.91,0.15,"1","1",
"531","RT","R5","Light","AF","166 ",57,"11/06/2013",166,83,0,4,0.91,0.15,"1","1",
"532","RT","R5","Light","AF","166 ",58,"12/01/2013",166,100,0,10,1.2,0.15,"1","1",
"533","RT","R5","Light","AF","181 ",59,"12/12/2013",181,88,0,0,0.3,0.08,"1","1",44.46
"534","RT","R5","Light","AF","146 ",59,"12/18/2013",146,96,0,8,0.3,0.08,"1","1",44.46
"535","RT","R5","Light","AF","223 ",60,"01/09/2014",223,24,0,6,0.35,0,"1","1",17.43
"536","RT","R5","Light","AF","132 ",60,"01/13/2014",132,80,0,4,0.35,0,"1","1",17.43
"537","RT","R5","Light","AF","345 ",61,"02/03/2014",345,62,0,0,0.24,0.12,"1","1",2.33
"538","RT","R5","Mark","AM","75 ",57,"10/31/2013",75,64,0,4,0.91,0.15,,,25.18
"539","RT","R5","Mark","AM","183 ",60,"01/06/2014",183,27,0,5,0.35,0,,,2.88
"540","RT","R5","Mark","AM","315 ",60,"01/14/2014",315,57,0,0,0.35,0,,,2.88
"541","RT","R5","Mark","AM","1929 ",61,"01/26/2014",1929,44,0,0,0.24,0.12,,,0.87
"542","RT","R5","Patrick","AF","376 ",61,"01/25/2014",376,28,0,0,0.24,0.12,"0","0",
"543","RT","R5","Ringtail","AF","228 ",57,"11/05/2013",228,84,0,8,0.91,0.15,"1","1",34.43
"544","RT","R5","Ringtail","AF","204 ",57,"11/06/2013",204,83,0,4,0.91,0.15,"1","1",34.43
"545","RT","R5","Ringtail","AF","43 ",58,"11/24/2013",43,100,0,16,1.2,0.15,"1","1",35.25
"546","RT","R5","Ringtail","AF","217 ",59,"12/20/2013",217,87,0,13,0.3,0.08,"1","1",50.51
"547","RT","R5","Ringtail","AF","238 ",60,"01/10/2014",238,100,0,0,0.35,0,"1","1",3.7
"548","RT","R5","Ringtail","AF","144 ",60,"01/15/2014",144,100,0,4,0.35,0,"1","1",3.7
"549","RT","R5","Ringtail","AF","446 ",61,"02/03/2014",446,62,0,0,0.24,0.12,"1","1",31.68
"550","RT","R5","Rose","AF","559 ",57,"10/29/2013",559,76,0,0,0.91,0.15,"1","1",45.33
"551","RT","R5","Rose","AF","207 ",58,"11/26/2013",207,84,0,12,1.2,0.15,"1","1",34.03
"552","RT","R5","Rose","AF","151 ",58,"11/29/2013",151,76,0,12,1.2,0.15,"1","1",34.03
"553","RT","R5","Rose","AF","61 ",58,"12/01/2013",61,100,0,10,1.2,0.15,"1","1",34.03
"554","RT","R5","Rose","AF","284 ",59,"12/18/2013",284,96,0,8,0.3,0.08,"1","1",134.93
"555","RT","R5","Rose","AF","518 ",60,"01/06/2014",518,27,0,5,0.35,0,"1","1",2.32
"556","RT","R5","Rose","AF","162 ",60,"01/14/2014",162,57,0,0,0.35,0,"1","1",2.32
"557","RT","R5","Rose","AF","693 ",61,"01/31/2014",693,63,0,0,0.24,0.12,"1","1",3.79
"558","RT","R5","Rose","AF","1991 ",61,"02/02/2014",1991,45,0,0,0.24,0.12,"1","1",3.79
"559","RT","R5","Rose","AF","1155 ",61,"02/04/2014",1155,45,0,0,0.24,0.12,"1","1",3.79
"560","RT","R5","Rose","AF","344 ",61,"02/05/2014",344,90,0,0,0.24,0.12,"1","1",3.79
"561","RT","R5","Sarah","AF","107 ",57,"11/04/2013",107,88,0,0,0.91,0.15,"1","1",1.28
"562","RT","R5","Sarah","AF","93 ",59,"12/13/2013",93,72,0,8,0.3,0.08,"1","1",109.67
"563","RT","R5","Sarah","AF","294 ",59,"12/19/2013",294,36,0,12,0.3,0.08,"1","1",109.67
"564","RT","R5","Sarah","AF","1058 ",60,"01/04/2014",1058,67,0,0,0.35,0,"1","1",14.96
"565","RT","R5","Sarah","AF","233 ",60,"01/10/2014",233,100,0,0,0.35,0,"1","1",14.96
"566","RT","R5","Sarah","AF","156 ",61,"01/27/2014",156,80,0,0,0.24,0.12,"0","0",
"567","RT","R5","Sarah","AF","262 ",61,"02/01/2014",262,48,0,0,0.24,0.12,"0","0",
"568","RT","R5","Teddy","AF","100 ",58,"11/27/2013",100,44,0,16,1.2,0.15,"0","0",13.03
"569","RT","R5","Teddy","AF","415 ",59,"12/10/2013",415,92,0,20,0.3,0.08,"1","1",137.77
"570","RT","R5","Teddy","AF","131 ",59,"12/15/2013",131,100,0,4,0.3,0.08,"1","1",137.77
"571","RT","R5","Teddy","AF","673 ",59,"12/19/2013",673,36,0,12,0.3,0.08,"1","1",137.77
"572","RT","R5","Teddy","AF","208 ",60,"01/05/2014",208,45,0,0,0.35,0,"1","1",1.48
"573","RT","R5","Teddy","AF","232 ",61,"01/25/2014",232,28,0,0,0.24,0.12,"1","1",10.69
"574","RT","R5","Teddy","AF","235 ",61,"01/31/2014",235,63,0,0,0.24,0.12,"1","1",10.69
"575","RT","R5","Topista","AF","280 ",60,"01/06/2014",280,27,0,5,0.35,0,"1","1",43.49
"576","RT","R5","Topista","AF","466 ",60,"01/08/2014",466,96,0,0,0.35,0,"1","1",43.49
"577","RT","R5","Topista","AF","152 ",60,"01/11/2014",152,57,0,13,0.35,0,"1","1",43.49
"578","RT","R5","Topista","AF","149 ",61,"02/02/2014",149,45,0,0,0.24,0.12,"2","2",1.06
"579","RT","R6","Ategeka","SF","246 ",59,"12/10/2013",246,0,0,0,1.14,0.08,,,3.45
"580","RT","R6","Bacwenkojo","AF","510 ",56,"09/28/2013",510,43,0,0,0.54,0,"1","1",1.14
"581","RT","R6","Bacwenkojo","AF","537 ",56,"10/09/2013",537,0,0,0,0.54,0,"1","1",1.14
"582","RT","R6","Bacwenkojo","AF","587 ",59,"12/20/2013",587,63,88,0,1.14,0.08,"2","2",22.73
"583","RT","R6","Bacwenkojo","AF","259 ",60,"01/07/2014",259,82,59,0,0.96,0,"2","2",1.58
"584","RT","R6","Bacwenkojo","AF","1263 ",60,"01/11/2014",1263,37,0,5,0.96,0,"2","2",1.58
"585","RT","R6","Bacwenkojo","AF","1324 ",61,"01/31/2014",1324,84,0,0,1.13,0,"2","2",1.39
"586","RT","R6","Bacwenkojo","AF","1230 ",61,"02/05/2014",1230,94,94,0,1.13,0,"2","2",1.39
"587","RT","R6","Basemera","AF","804 ",56,"10/03/2013",804,30,0,0,0.54,0,"0","0",1.85
"588","RT","R6","Basemera","AF","304 ",59,"12/19/2013",304,0,0,0,1.14,0.08,"0","0",1.2
"589","RT","R6","Basemera","AF","183 ",60,"01/04/2014",183,0,0,0,0.96,0,"0","0",5.71
"590","RT","R6","Basemera","AF","440 ",60,"01/10/2014",440,0,36,0,0.96,0,"0","0",5.71
"591","RT","R6","Basemera","AF","3404 ",61,"01/27/2014",3404,43,0,0,1.13,0,"0","0",0.94
"592","RT","R6","Basemera","AF","1115 ",61,"01/31/2014",1115,84,0,0,1.13,0,"0","0",0.94
"593","RT","R6","Basemera","AF","1404 ",61,"02/01/2014",1404,43,76,0,1.13,0,"0","0",0.94
"594","RT","R6","Chance","SM","154 ",60,"01/04/2014",154,0,0,0,0.96,0,,,1.37
"595","RT","R6","Kabaganda","AF","1135 ",60,"01/11/2014",1135,37,0,5,0.96,0,"1","1",0.96
"596","RT","R6","Kabaganda","AF","1995 ",61,"01/25/2014",1995,68,0,5,1.13,0,"0","0",
"597","RT","R6","Kabaganda","AF","1394 ",61,"02/01/2014",1394,43,76,0,1.13,0,"0","0",
"598","RT","R6","Kabarwani","AF","683 ",56,"10/05/2013",683,38,0,0,0.54,0,"1","1",
"599","RT","R6","Kabarwani","AF","677 ",56,"10/08/2013",677,8,0,0,0.54,0,"1","1",
"600","RT","R6","Kabarwani","AF","81 ",57,"10/29/2013",81,0,25,0,0.69,0.69,"1","1",
"601","RT","R6","Kabarwani","AF","2419 ",59,"12/11/2013",2419,37,37,0,1.14,0.08,"1","1",10.12
"602","RT","R6","Kabarwani","AF","278 ",59,"12/17/2013",278,0,0,4,1.14,0.08,"1","1",10.12
"603","RT","R6","Kabarwani","AF","759 ",60,"01/05/2014",759,45,20,0,0.96,0,"1","1",2.14
"604","RT","R6","Kabarwani","AF","421 ",60,"01/11/2014",421,37,0,5,0.96,0,"1","1",2.14
"605","RT","R6","Kabarwani","AF","83 ",61,"01/25/2014",83,68,0,5,1.13,0,"0","0",
"606","RT","R6","Kabarwani","AF","636 ",61,"02/01/2014",636,43,76,0,1.13,0,"0","0",
"607","RT","R6","Kabarwani","AF","740 ",61,"02/02/2014",740,71,0,0,1.13,0,"0","0",
"608","RT","R6","Kabulemu","AF","347 ",56,"10/04/2013",347,52,0,0,0.54,0,"1","1",
"609","RT","R6","Kabulemu","AF","287 ",56,"10/08/2013",287,8,0,0,0.54,0,"1","1",
"610","RT","R6","Kabulemu","AF","1005 ",59,"12/21/2013",1005,27,27,0,1.14,0.08,"1","1",6.83
"611","RT","R6","Kabulemu","AF","490 ",60,"01/05/2014",490,45,20,0,0.96,0,,"1",1.35
"612","RT","R6","Kabulemu","AF","461 ",60,"01/07/2014",461,82,59,0,0.96,0,,"1",1.35
"613","RT","R6","Kabulemu","AF","394 ",60,"01/10/2014",394,0,36,0,0.96,0,,"1",1.35
"614","RT","R6","Kabulemu","AF","225 ",60,"01/15/2014",225,15,0,0,0.96,0,,"1",1.35
"615","RT","R6","Kabulemu","AF","582 ",61,"02/02/2014",582,71,0,0,1.13,0,"0","0",3.32
"616","RT","R6","Kabulemu","AF","489 ",61,"02/03/2014",489,0,0,0,1.13,0,"0","0",3.32
"617","RT","R6","Kagurusi","SF","436 ",61,"02/03/2014",436,0,0,0,1.13,0,,,
"618","RT","R6","Kaisiki","AF","226 ",56,"10/01/2013",226,57,0,0,0.54,0,"0","0",0.71
"619","RT","R6","Kaisiki","AF","165 ",56,"10/09/2013",165,0,0,0,0.54,0,"0","0",0.71
"620","RT","R6","Kaisiki","AF","101 ",57,"10/31/2013",101,50,21,0,0.69,0.69,"0","0",
"621","RT","R6","Kaisiki","AF","263 ",60,"01/09/2014",263,37,47,0,0.96,0,"0","0",1.26
"622","RT","R6","Kaisiki","AF","3347 ",61,"01/25/2014",3347,68,0,5,1.13,0,"0","0",1.2
"623","RT","R6","Kaisiki","AF","1056 ",61,"02/02/2014",1056,71,0,0,1.13,0,"0","0",1.2
"624","RT","R6","Kakaikuru","AF","1918 ",59,"12/19/2013",1918,0,0,0,1.14,0.08,"1","1",2.11
"625","RT","R6","Kakaikuru","AF","2763 ",60,"01/09/2014",2763,37,47,0,0.96,0,"1","1",2.43
"626","RT","R6","Kakaikuru","AF","1808 ",60,"01/13/2014",1808,0,36,0,0.96,0,"1","1",2.43
"627","RT","R6","Kakaikuru","AF","199 ",60,"01/15/2014",199,15,0,0,0.96,0,"1","1",2.43
"628","RT","R6","Kakaikuru","AF","1261 ",61,"02/02/2014",1261,71,0,0,1.13,0,"0","0",1.21
"629","RT","R6","Kakaikuru","AF","2402 ",61,"02/03/2014",2402,0,0,0,1.13,0,"0","0",1.21
"630","RT","R6","Kalema","AF","1122 ",56,"10/04/2013",1122,52,0,0,0.54,0,,,
"631","RT","R6","Kalema","AF","120 ",61,"01/25/2014",120,68,0,5,1.13,0,,,
"632","RT","R6","Kalema","AF","4357 ",61,"01/27/2014",4357,43,0,0,1.13,0,,,
"633","RT","R6","Kamakune","AF","194 ",59,"12/18/2013",194,0,0,0,1.14,0.08,"1","1",45.3
"634","RT","R6","Kamakune","AF","220 ",60,"01/10/2014",220,0,36,0,0.96,0,"0","0",1.01
"635","RT","R6","Kamakune","AF","484 ",61,"01/26/2014",484,0,0,0,1.13,0,"0","0",1.1
"636","RT","R6","Kamakune","AF","2272 ",61,"02/02/2014",2272,71,0,0,1.13,0,"0","0",1.1
"637","RT","R6","Kamakune","AF","879 ",61,"02/03/2014",879,0,0,0,1.13,0,"0","0",1.1
"638","RT","R6","Karungi","AF","244 ",56,"10/05/2013",244,38,0,0,0.54,0,"1","1",
"639","RT","R6","Karungi","AF","324 ",57,"10/30/2013",324,0,17,0,0.69,0.69,"1","1",1.06
"640","RT","R6","Karungi","AFi","174 ",59,"12/16/2013",174,52,0,4,1.14,0.08,"2","2",80.78
"641","RT","R6","Karungi","AF","292 ",60,"01/04/2014",292,0,0,0,0.96,0,"2","2",1.71
"642","RT","R6","Karungi","AF","2137 ",60,"01/11/2014",2137,37,0,5,0.96,0,"2","2",1.71
"643","RT","R6","Karungi","AF","611 ",61,"02/03/2014",611,0,0,0,1.13,0,"2","2",1.52
"644","RT","R6","Kasaija","AM","107 ",58,"11/27/2013",107,0,0,0,1.23,0.18,,,
"645","RT","R6","Kasaija","AM","83 ",59,"12/21/2013",83,27,27,0,1.14,0.08,,,17.96
"646","RT","R6","Kasaija","AM","666 ",60,"01/16/2014",666,0,69,6,0.96,0,,,
"647","RT","R6","Kasemire","AF","145 ",60,"01/09/2014",145,37,47,0,0.96,0,,,2.13
"648","RT","R6","Kasemire","AF","1573 ",61,"02/05/2014",1573,94,94,0,1.13,0,,,0.86
"649","RT","R6","Kasigazi","SF","121 ",60,"01/04/2014",121,0,0,0,0.96,0,,,1.54
"650","RT","R6","Kebirungi","AF","598 ",56,"10/01/2013",598,57,0,0,0.54,0,"1","1",
"651","RT","R6","Kebirungi","AF","186 ",59,"12/20/2013",186,63,88,0,1.14,0.08,"1","1",20.59
"652","RT","R6","Kebirungi","AF","3520 ",60,"01/09/2014",3520,37,47,0,0.96,0,"1","1",2.06
"653","RT","R6","Kebirungi","AF","898 ",60,"01/13/2014",898,0,36,0,0.96,0,"1","1",2.06
"654","RT","R6","Kebirungi","AF","255 ",61,"01/25/2014",255,68,0,5,1.13,0,"0","0",
"655","RT","R6","Kebirungi","AF","242 ",61,"01/27/2014",242,43,0,0,1.13,0,"0","0",
"656","RT","R6","Kebirungi","AF","788 ",61,"02/02/2014",788,71,0,0,1.13,0,"0","0",
"657","RT","R6","Kengonzi","AF","189 ",57,"11/02/2013",189,100,0,0,0.69,0.69,"2","2",0.72
"658","RT","R6","Kengonzi","AFI","155 ",59,"12/13/2013",155,45,41,0,1.14,0.08,"2","2",22.65
"659","RT","R6","Kengonzi","AFi","135 ",59,"12/16/2013",135,52,0,4,1.14,0.08,"2","2",22.65
"660","RT","R6","Kengonzi","AF","252 ",59,"12/17/2013",252,0,0,4,1.14,0.08,"2","2",22.65
"661","RT","R6","Kengonzi","AF","202 ",60,"01/07/2014",202,82,59,0,0.96,0,"2","2",1.95
"662","RT","R6","Kengonzi","AF","462 ",61,"01/31/2014",462,84,0,0,1.13,0,"2","2",0.87
"663","RT","R6","Kengonzi","AF","510 ",61,"02/03/2014",510,0,0,0,1.13,0,"2","2",0.87
"664","RT","R6","Kentaro","AF","2426 ",60,"01/12/2014",2426,8,21,4,0.96,0,"1","1",0.66
"665","RT","R6","Kentaro","AF","477 ",61,"01/25/2014",477,68,0,5,1.13,0,"0","0",1.38
"666","RT","R6","Kentaro","AF","5030 ",61,"01/27/2014",5030,43,0,0,1.13,0,"0","0",1.38
"667","RT","R6","Kentaro","AF","950 ",61,"02/01/2014",950,43,76,0,1.13,0,"0","0",1.38
"668","RT","R6","Kentaro","AF","2527 ",61,"02/05/2014",2527,94,94,0,1.13,0,"0","0",1.38
"669","RT","R6","Koojo","SF","314 ",60,"01/09/2014",314,37,47,0,0.96,0,,,1
"670","RT","R6","Koojo","SF","1535 ",61,"01/26/2014",1535,0,0,0,1.13,0,,,0.61
"671","RT","R6","Kyoya","AF","245 ",56,"10/09/2013",245,0,0,0,0.54,0,"1","1",0.8
"672","RT","R6","Kyoya","AF","417 ",57,"10/29/2013",417,0,25,0,0.69,0.69,"1","1",0.68
"673","RT","R6","Kyoya","AF","1064 ",60,"01/07/2014",1064,82,59,0,0.96,0,,"1",1.8
"674","RT","R6","Kyoya","AF","858 ",60,"01/13/2014",858,0,36,0,0.96,0,,"1",1.8
"675","RT","R6","Kyoya","AF","515 ",61,"01/25/2014",515,68,0,5,1.13,0,"0","0",1.33
"676","RT","R6","Kyoya","AF","855 ",61,"01/27/2014",855,43,0,0,1.13,0,"0","0",1.33
"677","RT","R6","Kyoya","AF","265 ",61,"01/31/2014",265,84,0,0,1.13,0,"0","0",1.33
"678","RT","R6","Kyoya","AF","579 ",61,"02/03/2014",579,0,0,0,1.13,0,"0","0",1.33
"679","RT","R6","Macumu","AF","871 ",60,"01/11/2014",871,37,0,5,0.96,0,"1","1",2.48
"680","RT","R6","Macumu","AF","2093 ",61,"01/27/2014",2093,43,0,0,1.13,0,"0","0",3.04
"681","RT","R6","Macumu","AF","1810 ",61,"02/01/2014",1810,43,76,0,1.13,0,"0","0",3.04
"682","RT","R6","Macumu","AF","567 ",61,"02/03/2014",567,0,0,0,1.13,0,"0","0",3.04
"683","RT","R6","Mugisa","SF","823 ",59,"12/18/2013",823,0,0,0,1.14,0.08,"1","1",1.25
"684","RT","R6","Mugisa","SF","544 ",60,"01/05/2014",544,45,20,0,0.96,0,"1","1",1.72
"685","RT","R6","Mugisa","SF","1258 ",61,"02/02/2014",1258,71,0,0,1.13,0,,,
"686","RT","R6","Murungi","SM","618 ",59,"12/19/2013",618,0,0,0,1.14,0.08,,,
"687","RT","R6","Murungi","SM","432 ",61,"02/02/2014",432,71,0,0,1.13,0,,,1.21
"688","RT","R6","Mutebi","SM","771 ",60,"01/10/2014",771,0,36,0,0.96,0,,,2.14
"689","RT","R6","Mutebi","SM","1248 ",61,"02/01/2014",1248,43,76,0,1.13,0,,,
"690","RT","R6","Nkojo","AF","188 ",59,"12/15/2013",188,0,0,0,1.14,0.08,"0","0",21.44
"691","RT","R6","Nkojo","AF","128 ",61,"01/27/2014",128,43,0,0,1.13,0,"0","0",
